id,REG_YYMM,CARD_SIDO_NM,STD_CLSS_NM,AMT
747,202007,경기,기타 외국식 음식점업,16633083476.0
748,202007,경기,기타 주점업,1713828607.0
749,202007,경기,기타음식료품위주종합소매업,32672437229.0
750,202007,경기,내항 여객 운송업,8941240.0
751,202007,경기,마사지업,266996263.0
752,202007,경기,면세점,0.0
753,202007,경기,버스 운송업,14642298153.0
754,202007,경기,비알콜 음료점업,24335932199.0
755,202007,경기,빵 및 과자류 소매업,21319184171.0
756,202007,경기,서양식 음식점업,35670709433.0
757,202007,경기,수산물 소매업,4176846138.0
758,202007,경기,슈퍼마켓,252067310275.0
759,202007,경기,스포츠 및 레크레이션 용품 임대업,16114839739.0
760,202007,경기,여관업,4761102907.0
761,202007,경기,여행사업,12826637.0
762,202007,경기,욕탕업,2279524052.0
763,202007,경기,육류 소매업,31530853309.0
764,202007,경기,일반유흥 주점업,9471405963.0
765,202007,경기,일식 음식점업,15316881533.0
766,202007,경기,자동차 임대업,1888763682.0
767,202007,경기,전시 및 행사 대행업,1580839343.0
768,202007,경기,정기 항공 운송업,0.0
769,202007,경기,중식 음식점업,27175529798.0
770,202007,경기,차량용 가스 충전업,4817982957.0
771,202007,경기,차량용 주유소 운영업,284785346236.0
772,202007,경기,체인화 편의점,206615170744.0
773,202007,경기,택시 운송업,148283377.0
774,202007,경기,피자 햄버거 샌드위치 및 유사 음식점업,19481723623.0
775,202007,경기,한식 음식점업,413842957373.0
776,202007,경기,호텔업,129324769.0
777,202007,경기,화장품 및 방향제 소매업,5346058284.0
778,202007,경기,휴양콘도 운영업,141650946.0
287,202004,부산,건강보조식품 소매업,799385008.0
288,202004,부산,골프장 운영업,3492893282.0
289,202004,부산,과실 및 채소 소매업,6435030744.0
290,202004,부산,관광 민예품 및 선물용품 소매업,108761306.0
291,202004,부산,그외 기타 분류안된 오락관련 서비스업,0.0
292,202004,부산,그외 기타 스포츠시설 운영업,11889962.0
293,202004,부산,그외 기타 종합 소매업,3188070543.0
294,202004,부산,기타 대형 종합 소매업,125563108923.0
295,202004,부산,기타 수상오락 서비스업,17368193.0
296,202004,부산,기타 외국식 음식점업,2420475987.0
297,202004,부산,기타 주점업,1785261075.0
298,202004,부산,기타음식료품위주종합소매업,2636124748.0
299,202004,부산,내항 여객 운송업,0.0
300,202004,부산,마사지업,51195855.0
301,202004,부산,면세점,1105584352.0
302,202004,부산,버스 운송업,3004198.0
303,202004,부산,비알콜 음료점업,6170793873.0
304,202004,부산,빵 및 과자류 소매업,5243203250.0
305,202004,부산,서양식 음식점업,9152250314.0
306,202004,부산,수산물 소매업,1578804148.0
307,202004,부산,슈퍼마켓,47138692102.0
308,202004,부산,스포츠 및 레크레이션 용품 임대업,10516628594.0
309,202004,부산,여관업,998560813.0
310,202004,부산,여행사업,16857215.0
311,202004,부산,욕탕업,1417881448.0
312,202004,부산,육류 소매업,9469355315.0
313,202004,부산,일반유흥 주점업,4302923290.0
314,202004,부산,일식 음식점업,4405838150.0
315,202004,부산,자동차 임대업,21565456.0
316,202004,부산,전시 및 행사 대행업,71252665.0
317,202004,부산,정기 항공 운송업,1061956104.0
318,202004,부산,중식 음식점업,4336429097.0
319,202004,부산,차량용 가스 충전업,1125896802.0
320,202004,부산,차량용 주유소 운영업,43593520009.0
321,202004,부산,체인화 편의점,39687995230.0
322,202004,부산,택시 운송업,3432010610.0
323,202004,부산,피자 햄버거 샌드위치 및 유사 음식점업,7040387648.0
324,202004,부산,한식 음식점업,88859233518.0
325,202004,부산,호텔업,612567259.0
326,202004,부산,화장품 및 방향제 소매업,3418538367.0
327,202004,부산,휴양콘도 운영업,172422703.0
984,202007,부산,건강보조식품 소매업,805166792.0
985,202007,부산,골프장 운영업,3023818352.0
986,202007,부산,과실 및 채소 소매업,7135373459.0
987,202007,부산,관광 민예품 및 선물용품 소매업,79108493.0
988,202007,부산,그외 기타 분류안된 오락관련 서비스업,0.0
989,202007,부산,그외 기타 스포츠시설 운영업,9988001.0
990,202007,부산,그외 기타 종합 소매업,2859577716.0
991,202007,부산,기타 대형 종합 소매업,117049663872.0
992,202007,부산,기타 수상오락 서비스업,18177934.0
993,202007,부산,기타 외국식 음식점업,2783776223.0
994,202007,부산,기타 주점업,2553877005.0
995,202007,부산,기타음식료품위주종합소매업,2580144325.0
996,202007,부산,내항 여객 운송업,0.0
997,202007,부산,마사지업,54915991.0
998,202007,부산,면세점,1014357255.0
999,202007,부산,버스 운송업,3137748.0
1000,202007,부산,비알콜 음료점업,7896535191.0
1001,202007,부산,빵 및 과자류 소매업,6282681620.0
1002,202007,부산,서양식 음식점업,14506814313.0
1003,202007,부산,수산물 소매업,941029397.0
1004,202007,부산,슈퍼마켓,52912312178.0
1005,202007,부산,스포츠 및 레크레이션 용품 임대업,7058570114.0
1006,202007,부산,여관업,1384705904.0
1007,202007,부산,여행사업,14418399.0
1008,202007,부산,욕탕업,1487086839.0
1009,202007,부산,육류 소매업,10049538769.0
1010,202007,부산,일반유흥 주점업,4411101497.0
1011,202007,부산,일식 음식점업,4057203964.0
1012,202007,부산,자동차 임대업,24756482.0
1013,202007,부산,전시 및 행사 대행업,110348269.0
1014,202007,부산,정기 항공 운송업,1310998700.0
1015,202007,부산,중식 음식점업,5253335853.0
1016,202007,부산,차량용 가스 충전업,1306708195.0
1017,202007,부산,차량용 주유소 운영업,55804993817.0
1018,202007,부산,체인화 편의점,54602554111.0
1019,202007,부산,택시 운송업,5102071233.0
1020,202007,부산,피자 햄버거 샌드위치 및 유사 음식점업,10070013196.0
1021,202007,부산,한식 음식점업,121336012723.0
1022,202007,부산,호텔업,1705411993.0
1023,202007,부산,화장품 및 방향제 소매업,3419964361.0
1024,202007,부산,휴양콘도 운영업,287683945.0
451,202004,인천,건강보조식품 소매업,553621906.0
452,202004,인천,골프장 운영업,4314713812.0
453,202004,인천,과실 및 채소 소매업,6462782632.0
454,202004,인천,관광 민예품 및 선물용품 소매업,25053782.0
455,202004,인천,그외 기타 분류안된 오락관련 서비스업,0.0
456,202004,인천,그외 기타 스포츠시설 운영업,7864203.0
457,202004,인천,그외 기타 종합 소매업,83936011.0
458,202004,인천,기타 대형 종합 소매업,37211259089.0
459,202004,인천,기타 수상오락 서비스업,31791682.0
460,202004,인천,기타 외국식 음식점업,4022305119.0
461,202004,인천,기타 주점업,819672925.0
462,202004,인천,기타음식료품위주종합소매업,4384951588.0
463,202004,인천,내항 여객 운송업,243713279.0
464,202004,인천,마사지업,72340819.0
465,202004,인천,면세점,612245130.0
466,202004,인천,버스 운송업,0.0
467,202004,인천,비알콜 음료점업,3709449190.0
468,202004,인천,빵 및 과자류 소매업,3715838291.0
469,202004,인천,서양식 음식점업,5096777504.0
470,202004,인천,수산물 소매업,2589081623.0
471,202004,인천,슈퍼마켓,53628670841.0
472,202004,인천,스포츠 및 레크레이션 용품 임대업,7051220810.0
473,202004,인천,여관업,931039994.0
474,202004,인천,여행사업,2909291.0
475,202004,인천,욕탕업,478516036.0
476,202004,인천,육류 소매업,8879214943.0
477,202004,인천,일반유흥 주점업,1477337128.0
478,202004,인천,일식 음식점업,3111850177.0
479,202004,인천,자동차 임대업,19991321.0
480,202004,인천,전시 및 행사 대행업,150980753.0
481,202004,인천,정기 항공 운송업,193185695.0
482,202004,인천,중식 음식점업,4166409682.0
483,202004,인천,차량용 가스 충전업,782693045.0
484,202004,인천,차량용 주유소 운영업,43460425771.0
485,202004,인천,체인화 편의점,35885092650.0
486,202004,인천,택시 운송업,140143260.0
487,202004,인천,피자 햄버거 샌드위치 및 유사 음식점업,4596810994.0
488,202004,인천,한식 음식점업,63580785505.0
489,202004,인천,호텔업,223250751.0
490,202004,인천,화장품 및 방향제 소매업,1564977095.0
491,202004,인천,휴양콘도 운영업,0.0
1148,202007,인천,건강보조식품 소매업,377823620.0
1149,202007,인천,골프장 운영업,3644834108.0
1150,202007,인천,과실 및 채소 소매업,3326632084.0
1151,202007,인천,관광 민예품 및 선물용품 소매업,13145664.0
1152,202007,인천,그외 기타 분류안된 오락관련 서비스업,0.0
1153,202007,인천,그외 기타 스포츠시설 운영업,8703835.0
1154,202007,인천,그외 기타 종합 소매업,34943362.0
1155,202007,인천,기타 대형 종합 소매업,33277179791.0
1156,202007,인천,기타 수상오락 서비스업,29959804.0
1157,202007,인천,기타 외국식 음식점업,3479308200.0
1158,202007,인천,기타 주점업,707584745.0
1159,202007,인천,기타음식료품위주종합소매업,3346528404.0
1160,202007,인천,내항 여객 운송업,184099469.0
1161,202007,인천,마사지업,110620990.0
1162,202007,인천,면세점,4042278059.0
1163,202007,인천,버스 운송업,0.0
1164,202007,인천,비알콜 음료점업,4328323287.0
1165,202007,인천,빵 및 과자류 소매업,4595641118.0
1166,202007,인천,서양식 음식점업,5132177372.0
1167,202007,인천,수산물 소매업,1425126627.0
1168,202007,인천,슈퍼마켓,43018078938.0
1169,202007,인천,스포츠 및 레크레이션 용품 임대업,4372050589.0
1170,202007,인천,여관업,899103440.0
1171,202007,인천,여행사업,2671791.0
1172,202007,인천,욕탕업,459397235.0
1173,202007,인천,육류 소매업,5738873175.0
1174,202007,인천,일반유흥 주점업,1380959451.0
1175,202007,인천,일식 음식점업,2028291474.0
1176,202007,인천,자동차 임대업,17599692.0
1177,202007,인천,전시 및 행사 대행업,158689187.0
1178,202007,인천,정기 항공 운송업,216484888.0
1179,202007,인천,중식 음식점업,3242612949.0
1180,202007,인천,차량용 가스 충전업,799588786.0
1181,202007,인천,차량용 주유소 운영업,40244365583.0
1182,202007,인천,체인화 편의점,35846965599.0
1183,202007,인천,택시 운송업,141047480.0
1184,202007,인천,피자 햄버거 샌드위치 및 유사 음식점업,5575854149.0
1185,202007,인천,한식 음식점업,59472455395.0
1186,202007,인천,호텔업,460474250.0
1187,202007,인천,화장품 및 방향제 소매업,1167910056.0
1188,202007,인천,휴양콘도 운영업,0.0
82,202004,경남,건강보조식품 소매업,380109861.0
83,202004,경남,골프장 운영업,11223550898.0
84,202004,경남,과실 및 채소 소매업,4673279812.0
85,202004,경남,관광 민예품 및 선물용품 소매업,119137528.0
86,202004,경남,그외 기타 분류안된 오락관련 서비스업,3129889.0
87,202004,경남,그외 기타 스포츠시설 운영업,5184450.0
88,202004,경남,그외 기타 종합 소매업,1797715713.0
89,202004,경남,기타 대형 종합 소매업,29145557016.0
90,202004,경남,기타 수상오락 서비스업,8615665.0
91,202004,경남,기타 외국식 음식점업,2024172494.0
92,202004,경남,기타 주점업,790613629.0
93,202004,경남,기타음식료품위주종합소매업,27213728600.0
94,202004,경남,내항 여객 운송업,48360124.0
95,202004,경남,마사지업,55957178.0
96,202004,경남,면세점,0.0
97,202004,경남,버스 운송업,1390032.0
98,202004,경남,비알콜 음료점업,3425080080.0
99,202004,경남,빵 및 과자류 소매업,4796092592.0
100,202004,경남,서양식 음식점업,5894708402.0
101,202004,경남,수산물 소매업,1369941683.0
102,202004,경남,슈퍼마켓,52520645575.0
103,202004,경남,스포츠 및 레크레이션 용품 임대업,8473754398.0
104,202004,경남,여관업,947153955.0
105,202004,경남,여행사업,1908057.0
106,202004,경남,욕탕업,1070391676.0
107,202004,경남,육류 소매업,8826160435.0
108,202004,경남,일반유흥 주점업,4882990368.0
109,202004,경남,일식 음식점업,3223370359.0
110,202004,경남,자동차 임대업,0.0
111,202004,경남,전시 및 행사 대행업,63643099.0
112,202004,경남,정기 항공 운송업,0.0
113,202004,경남,중식 음식점업,4234545107.0
114,202004,경남,차량용 가스 충전업,1812813376.0
115,202004,경남,차량용 주유소 운영업,73497954988.0
116,202004,경남,체인화 편의점,29004925144.0
117,202004,경남,택시 운송업,18347384.0
118,202004,경남,피자 햄버거 샌드위치 및 유사 음식점업,5159652646.0
119,202004,경남,한식 음식점업,80568593109.0
120,202004,경남,호텔업,24900630.0
121,202004,경남,화장품 및 방향제 소매업,2002835012.0
122,202004,경남,휴양콘도 운영업,118361052.0
779,202007,경남,건강보조식품 소매업,452564694.0
780,202007,경남,골프장 운영업,12722860912.0
781,202007,경남,과실 및 채소 소매업,3719518882.0
782,202007,경남,관광 민예품 및 선물용품 소매업,122300161.0
783,202007,경남,그외 기타 분류안된 오락관련 서비스업,3250283.0
784,202007,경남,그외 기타 스포츠시설 운영업,8617338.0
785,202007,경남,그외 기타 종합 소매업,1959638174.0
786,202007,경남,기타 대형 종합 소매업,36862607292.0
787,202007,경남,기타 수상오락 서비스업,9584598.0
788,202007,경남,기타 외국식 음식점업,2129418545.0
789,202007,경남,기타 주점업,972250546.0
790,202007,경남,기타음식료품위주종합소매업,29942294545.0
791,202007,경남,내항 여객 운송업,36854920.0
792,202007,경남,마사지업,63175861.0
793,202007,경남,면세점,0.0
794,202007,경남,버스 운송업,1354054.0
795,202007,경남,비알콜 음료점업,3676796183.0
796,202007,경남,빵 및 과자류 소매업,3948267217.0
797,202007,경남,서양식 음식점업,6851934586.0
798,202007,경남,수산물 소매업,633402589.0
799,202007,경남,슈퍼마켓,57836870539.0
800,202007,경남,스포츠 및 레크레이션 용품 임대업,5027100235.0
801,202007,경남,여관업,770173835.0
802,202007,경남,여행사업,1514944.0
803,202007,경남,욕탕업,1020524949.0
804,202007,경남,육류 소매업,8536559184.0
805,202007,경남,일반유흥 주점업,6381478791.0
806,202007,경남,일식 음식점업,2892588712.0
807,202007,경남,자동차 임대업,0.0
808,202007,경남,전시 및 행사 대행업,66364190.0
809,202007,경남,정기 항공 운송업,0.0
810,202007,경남,중식 음식점업,3703367728.0
811,202007,경남,차량용 가스 충전업,1538438562.0
812,202007,경남,차량용 주유소 운영업,86739793696.0
813,202007,경남,체인화 편의점,36126291723.0
814,202007,경남,택시 운송업,16617034.0
815,202007,경남,피자 햄버거 샌드위치 및 유사 음식점업,4969511220.0
816,202007,경남,한식 음식점업,79968206908.0
817,202007,경남,호텔업,68513777.0
818,202007,경남,화장품 및 방향제 소매업,2528407037.0
819,202007,경남,휴양콘도 운영업,214537868.0
0,202004,강원,건강보조식품 소매업,175826509.0
1,202004,강원,골프장 운영업,8875827250.0
2,202004,강원,과실 및 채소 소매업,2214369830.0
3,202004,강원,관광 민예품 및 선물용품 소매업,24012154.0
4,202004,강원,그외 기타 분류안된 오락관련 서비스업,0.0
5,202004,강원,그외 기타 스포츠시설 운영업,6455253.0
6,202004,강원,그외 기타 종합 소매업,934794283.0
7,202004,강원,기타 대형 종합 소매업,9086148412.0
8,202004,강원,기타 수상오락 서비스업,15836871.0
9,202004,강원,기타 외국식 음식점업,1556603392.0
10,202004,강원,기타 주점업,439479161.0
11,202004,강원,기타음식료품위주종합소매업,19238063752.0
12,202004,강원,내항 여객 운송업,6308106.0
13,202004,강원,마사지업,38573767.0
14,202004,강원,면세점,0.0
15,202004,강원,버스 운송업,0.0
16,202004,강원,비알콜 음료점업,1349081934.0
17,202004,강원,빵 및 과자류 소매업,1863360514.0
18,202004,강원,서양식 음식점업,2955039131.0
19,202004,강원,수산물 소매업,1034692853.0
20,202004,강원,슈퍼마켓,19805690024.0
21,202004,강원,스포츠 및 레크레이션 용품 임대업,4610058955.0
22,202004,강원,여관업,639548008.0
23,202004,강원,여행사업,66277970.0
24,202004,강원,욕탕업,256255231.0
25,202004,강원,육류 소매업,3102757948.0
26,202004,강원,일반유흥 주점업,1202712673.0
27,202004,강원,일식 음식점업,2800813901.0
28,202004,강원,자동차 임대업,12649438.0
29,202004,강원,전시 및 행사 대행업,59919704.0
30,202004,강원,정기 항공 운송업,0.0
31,202004,강원,중식 음식점업,2352150518.0
32,202004,강원,차량용 가스 충전업,855949178.0
33,202004,강원,차량용 주유소 운영업,33523134749.0
34,202004,강원,체인화 편의점,11931429180.0
35,202004,강원,택시 운송업,0.0
36,202004,강원,피자 햄버거 샌드위치 및 유사 음식점업,1707493087.0
37,202004,강원,한식 음식점업,31315308105.0
38,202004,강원,호텔업,313621010.0
39,202004,강원,화장품 및 방향제 소매업,659062381.0
40,202004,강원,휴양콘도 운영업,665404733.0
697,202007,강원,건강보조식품 소매업,151930403.0
698,202007,강원,골프장 운영업,9419736027.0
699,202007,강원,과실 및 채소 소매업,1583232830.0
700,202007,강원,관광 민예품 및 선물용품 소매업,33702075.0
701,202007,강원,그외 기타 분류안된 오락관련 서비스업,0.0
702,202007,강원,그외 기타 스포츠시설 운영업,8639440.0
703,202007,강원,그외 기타 종합 소매업,784040253.0
704,202007,강원,기타 대형 종합 소매업,12686329805.0
705,202007,강원,기타 수상오락 서비스업,9990192.0
706,202007,강원,기타 외국식 음식점업,1352625328.0
707,202007,강원,기타 주점업,382581413.0
708,202007,강원,기타음식료품위주종합소매업,21325294855.0
709,202007,강원,내항 여객 운송업,7117602.0
710,202007,강원,마사지업,46802938.0
711,202007,강원,면세점,0.0
712,202007,강원,버스 운송업,0.0
713,202007,강원,비알콜 음료점업,1534793174.0
714,202007,강원,빵 및 과자류 소매업,1528315770.0
715,202007,강원,서양식 음식점업,2854473297.0
716,202007,강원,수산물 소매업,707280982.0
717,202007,강원,슈퍼마켓,17421020007.0
718,202007,강원,스포츠 및 레크레이션 용품 임대업,2768978561.0
719,202007,강원,여관업,848083885.0
720,202007,강원,여행사업,174881915.0
721,202007,강원,욕탕업,204253431.0
722,202007,강원,육류 소매업,2690984569.0
723,202007,강원,일반유흥 주점업,1310586262.0
724,202007,강원,일식 음식점업,2257102598.0
725,202007,강원,자동차 임대업,38634832.0
726,202007,강원,전시 및 행사 대행업,904088448.0
727,202007,강원,정기 항공 운송업,0.0
728,202007,강원,중식 음식점업,2332819891.0
729,202007,강원,차량용 가스 충전업,877719091.0
730,202007,강원,차량용 주유소 운영업,30081973560.0
731,202007,강원,체인화 편의점,15184366142.0
732,202007,강원,택시 운송업,0.0
733,202007,강원,피자 햄버거 샌드위치 및 유사 음식점업,2023791218.0
734,202007,강원,한식 음식점업,39738360568.0
735,202007,강원,호텔업,1120396306.0
736,202007,강원,화장품 및 방향제 소매업,677923613.0
737,202007,강원,휴양콘도 운영업,2227037100.0
123,202004,경북,건강보조식품 소매업,263913973.0
124,202004,경북,골프장 운영업,12219987029.0
125,202004,경북,과실 및 채소 소매업,3947833112.0
126,202004,경북,관광 민예품 및 선물용품 소매업,76005696.0
127,202004,경북,그외 기타 분류안된 오락관련 서비스업,0.0
128,202004,경북,그외 기타 스포츠시설 운영업,4966239.0
129,202004,경북,그외 기타 종합 소매업,1086314110.0
130,202004,경북,기타 대형 종합 소매업,17529436871.0
131,202004,경북,기타 수상오락 서비스업,25394330.0
132,202004,경북,기타 외국식 음식점업,1213108186.0
133,202004,경북,기타 주점업,404888836.0
134,202004,경북,기타음식료품위주종합소매업,18841018958.0
135,202004,경북,내항 여객 운송업,0.0
136,202004,경북,마사지업,22832852.0
137,202004,경북,면세점,0.0
138,202004,경북,버스 운송업,0.0
139,202004,경북,비알콜 음료점업,2303337186.0
140,202004,경북,빵 및 과자류 소매업,3212227092.0
141,202004,경북,서양식 음식점업,3292579108.0
142,202004,경북,수산물 소매업,1665648057.0
143,202004,경북,슈퍼마켓,58222338378.0
144,202004,경북,스포츠 및 레크레이션 용품 임대업,7004640960.0
145,202004,경북,여관업,204148499.0
146,202004,경북,여행사업,41079646.0
147,202004,경북,욕탕업,412612039.0
148,202004,경북,육류 소매업,11237261257.0
149,202004,경북,일반유흥 주점업,1302989364.0
150,202004,경북,일식 음식점업,1428010125.0
151,202004,경북,자동차 임대업,8328281.0
152,202004,경북,전시 및 행사 대행업,52856789.0
153,202004,경북,정기 항공 운송업,0.0
154,202004,경북,중식 음식점업,2277924755.0
155,202004,경북,차량용 가스 충전업,2576975655.0
156,202004,경북,차량용 주유소 운영업,80866498809.0
157,202004,경북,체인화 편의점,21115233361.0
158,202004,경북,택시 운송업,2582723.0
159,202004,경북,피자 햄버거 샌드위치 및 유사 음식점업,3240265449.0
160,202004,경북,한식 음식점업,49805861097.0
161,202004,경북,호텔업,81787062.0
162,202004,경북,화장품 및 방향제 소매업,1908820638.0
163,202004,경북,휴양콘도 운영업,26854315.0
820,202007,경북,건강보조식품 소매업,198956506.0
821,202007,경북,골프장 운영업,9938230554.0
822,202007,경북,과실 및 채소 소매업,2132810029.0
823,202007,경북,관광 민예품 및 선물용품 소매업,61939176.0
824,202007,경북,그외 기타 분류안된 오락관련 서비스업,0.0
825,202007,경북,그외 기타 스포츠시설 운영업,5699854.0
826,202007,경북,그외 기타 종합 소매업,966320312.0
827,202007,경북,기타 대형 종합 소매업,18655036335.0
828,202007,경북,기타 수상오락 서비스업,27105590.0
829,202007,경북,기타 외국식 음식점업,1297084181.0
830,202007,경북,기타 주점업,434593189.0
831,202007,경북,기타음식료품위주종합소매업,13675967670.0
832,202007,경북,내항 여객 운송업,0.0
833,202007,경북,마사지업,26494522.0
834,202007,경북,면세점,0.0
835,202007,경북,버스 운송업,0.0
836,202007,경북,비알콜 음료점업,2352658456.0
837,202007,경북,빵 및 과자류 소매업,2743678464.0
838,202007,경북,서양식 음식점업,3273927947.0
